1575.089607	488.2618873	1151216.58
1585.178001	494.231621	1153714.133
1594.915341	500.839046	1164747.807
1604.454938	507.122613	1176515.34
1615.126856	514.1510968	1189608.326
1625.357877	519.5647899	1198064.883
1634.947297	525.3019402	1206600.554
1645.395854	531.3407505	1209920.319
1655.301688	536.924278	1210876.474
1665.124993	543.6146819	1212817.647
1675.035275	550.1827107	1217656.625
1684.790565	557.3111174	1222486.899
1694.977164	562.9227184	1235757.465
1704.674569	568.339144	1241314.178
1715.089598	575.0451379	1260164.741
1724.930468	581.754127	1265815.713
1734.849409	587.0348174	1273569.732
1744.720008	594.1153652	1284581.096
1755.159114	600.1875234	1296519.313
1764.825362	607.1721476	1306269.176
1774.930871	614.7043002	1320875.364
1784.867332	619.7737667	1335038.948
1794.72267	626.1256287	1341582.538
1804.93289	632.0203844	1346262.497
1815.203684	639.4255957	1356136.371
1825.237556	646.6454338	1360696.611
1834.877664	654.0752582	1375909.622
1844.842474	660.2593647	1382206.438
1854.967415	667.1820486	1387433.75
1864.486155	674.1807858	1399784.073
1874.844093	681.0306746	1385039.155
1884.821044	688.3342153	1390069.682
