nanoDMA Text Export Version 1.00

 Test Time (s)	 Indent Disp. (nm)	 Indent Act. Load (µN)	 Indent Load (µN)	 Indent Disp. Volt. (V)	 Indent Act. Load Volt. (V)	 Indent Act. Output Volt. (V)	 Dynamic Freq. (Hz)	 Disp. Amp. (nm)	 Phase Shift (deg)	 Load Amp. (µN)	 Dynamic Comp. (nm/µN)	 Disp. Amp. Volt. (V)	 Load Amp. Volt. (V)	 Storage Mod. (GPa)	 Loss Mod. (GPa)	 Hardness (GPa)	 Complex Mod. (GPa)	 Tan-Delta	 Storage Stiff. (µN/nm)	 Loss Stiff. (µN/nm)	 Complex Stiff. (µN/nm)	 Damping (kg/s)	 Contact Area (nm^2)	 Contact Depth (nm)	
12.735923	2.166056	136.639713	18.635759	0.000563	0.634479	0.60244	205.0	0.805414	-1.710576	7.537215	0.106858	9.886184e-005	0.013037	198.952288	2.799615	13.300533	198.971985	0.014072	9.958548	0.140135	9.959534	0.000109	1967.813908	1.000326	
12.74592	2.11738	136.601086	18.615192	0.000572	0.63439	0.60249	205.0	0.805472	-1.718092	7.541965	0.106799	9.886904e-005	0.013045	203.832075	2.895063	13.937702	203.852633	0.014203	9.963852	0.141518	9.964857	0.00011	1876.71947	0.953948	
12.755917	2.277881	136.569916	18.524701	0.000544	0.634316	0.602541	205.0	0.805479	-1.70019	7.546756	0.106732	9.886989e-005	0.013052	188.079581	2.617789	11.813341	188.097798	0.013919	9.96995	0.138767	9.970916	0.000108	2206.950421	1.122107	
12.765914	2.317106	136.54268	18.483004	0.000537	0.634252	0.602591	205.0	0.806243	-1.598496	7.551519	0.106766	9.896363e-005	0.013059	184.593409	2.26054	11.369158	184.60725	0.012246	9.967401	0.122061	9.968148	9.476417e-005	2289.925379	1.164374	
12.775911	2.262706	136.533069	18.493558	0.000547	0.63423	0.602642	205.0	0.806197	-1.593724	7.55626	0.106693	9.8958e-005	0.013066	189.171256	2.303672	11.931283	189.185282	0.012178	9.973991	0.12146	9.974731	9.429762e-005	2183.320816	1.110072	
12.785907	2.238631	136.541079	18.510507	0.000551	0.634249	0.602692	205.0	0.806275	-1.601143	7.561003	0.106636	9.896756e-005	0.013073	191.39911	2.355557	12.211729	191.413605	0.012307	9.979057	0.122813	9.979812	9.534754e-005	2134.956499	1.085439	
12.795904	2.312037	136.564678	18.506979	0.000538	0.634303	0.602743	205.0	0.806191	-1.591455	7.565765	0.106558	9.895722e-005	0.01308	185.283596	2.252801	11.428102	185.297291	0.012159	9.986156	0.121418	9.986894	9.426498e-005	2281.458766	1.160061	
12.805901	2.279459	136.6066	18.56097	0.000544	0.6344	0.602794	205.0	0.806278	-1.598265	7.570501	0.106503	9.89679e-005	0.013087	188.309161	2.312029	11.819246	188.323354	0.012278	9.991106	0.122669	9.991859	9.523613e-005	2210.92547	1.124132	
12.815898	2.454162	136.664487	18.554245	0.000513	0.634533	0.602844	205.0	0.807515	-1.636249	7.575277	0.106599	9.911972e-005	0.013094	175.080699	2.256389	10.234365	175.095238	0.012888	9.982254	0.128648	9.983083	9.987816e-005	2553.116185	1.298478	
12.825895	2.3323	136.731564	18.666407	0.000535	0.63469	0.602895	205.0	0.807816	-1.651167	7.579989	0.106572	9.915671e-005	0.013102	184.577808	2.424625	11.420358	184.593733	0.013136	9.984574	0.131158	9.985435	0.000102	2298.211382	1.168595	
12.835891	2.357298	136.815896	18.741491	0.00053	0.634885	0.602945	205.0	0.807773	-1.646222	7.584729	0.1065	9.915147e-005	0.013109	183.121607	2.39243	11.260289	183.137234	0.013065	9.991119	0.130531	9.991972	0.000101	2337.970204	1.18885	
12.845888	2.367584	136.89501	18.816803	0.000528	0.635069	0.602996	205.0	0.8078	-1.648382	7.589462	0.106437	9.915476e-005	0.013116	182.809486	2.396386	11.24328	182.825192	0.013109	9.996794	0.131045	9.997653	0.000102	2348.626433	1.194279	
12.855885	2.545762	136.975576	18.83146	0.000498	0.635254	0.603046	205.0	0.807727	-1.64198	7.594228	0.106361	9.914584e-005	0.013123	170.682825	2.22124	9.794707	170.697278	0.013014	10.003738	0.130187	10.004585	0.000101	2697.955962	1.372304	
12.865882	2.359354	137.044792	18.969637	0.00053	0.635416	0.603097	205.0	0.807806	-1.647952	7.598915	0.106305	9.915551e-005	0.01313	184.421876	2.419507	11.485402	184.437746	0.013119	10.008715	0.131308	10.009577	0.000102	2313.245229	1.176254	
12.875879	2.413804	137.099907	19.004624	0.00052	0.635543	0.603147	205.0	0.807859	-1.645782	7.603649	0.106246	9.916206e-005	0.013137	180.536429	2.363544	11.011163	180.551899	0.013092	10.014094	0.131102	10.014952	0.000102	2416.481663	1.228851	
12.885875	2.437104	137.145746	19.04186	0.000516	0.635649	0.603198	205.0	0.809531	-1.706538	7.608374	0.1064	9.936723e-005	0.013144	178.905638	2.516761	10.861024	178.92334	0.014068	9.999867	0.140673	10.000856	0.000109	2453.749744	1.247841	
12.895872	2.375509	137.167942	19.086868	0.000527	0.635701	0.603248	205.0	0.809452	-1.697677	7.613078	0.106324	9.935757e-005	0.013151	183.797082	2.560766	11.468514	183.81492	0.013933	10.006801	0.13942	10.007773	0.000108	2328.108493	1.183826	
12.905869	2.399391	137.171533	19.08166	0.000523	0.635709	0.603299	205.0	0.809536	-1.706	7.617797	0.106269	9.936779e-005	0.013158	181.980784	2.56166	11.231674	181.998813	0.014077	10.01174	0.140931	10.012732	0.000109	2377.157546	1.208815	
12.915866	2.384877	137.161866	19.077403	0.000526	0.635686	0.603349	205.0	0.809426	-1.698907	7.622506	0.106189	9.935432e-005	0.013165	183.114115	2.558298	11.355628	183.131986	0.013971	10.019042	0.139977	10.02002	0.000109	2351.248998	1.195615	
12.925863	2.370986	137.138616	19.059339	0.000528	0.635632	0.6034	205.0	0.810058	-1.724035	7.627211	0.106206	9.943197e-005	0.013172	184.05336	2.646856	11.470596	184.072391	0.014381	10.017331	0.144058	10.018367	0.000112	2326.51811	1.183016	
12.935859	2.425698	137.106512	19.007047	0.000518	0.635557	0.60345	205.0	0.811049	-1.752324	7.631929	0.10627	9.955353e-005	0.013179	179.596793	2.664539	10.915358	179.616558	0.014836	10.011367	0.148531	10.012469	0.000115	2440.504009	1.241092	
12.945856	2.373755	137.071631	18.991433	0.000528	0.635477	0.603501	205.0	0.811468	-1.770494	7.63662	0.10626	9.960501e-005	0.013186	183.377019	2.775551	11.373109	183.398023	0.015136	10.012213	0.151542	10.01336	0.000118	2341.316946	1.190555	
12.955853	2.351379	137.030431	18.958565	0.000531	0.635381	0.603551	205.0	0.812765	-1.808518	7.641316	0.106364	9.976414e-005	0.013193	184.826022	2.910151	11.563633	184.848932	0.015745	10.002553	0.157494	10.003793	0.000122	2300.304891	1.169662	
12.96585	2.367572	137.003533	18.925726	0.000529	0.635319	0.603602	205.0	0.813607	-1.839697	7.646016	0.106409	9.986756e-005	0.0132	183.321855	2.979111	11.373748	183.346059	0.016251	9.998331	0.16248	9.999651	0.000126	2336.234481	1.187966	
12.975847	2.266599	136.983908	18.943498	0.000546	0.635274	0.603652	205.0	0.814264	-1.857013	7.650689	0.10643	9.994818e-005	0.013207	191.719225	3.169505	12.455044	191.745422	0.016532	9.99635	0.16526	9.997716	0.000128	2135.214315	1.08557	
12.985843	2.269922	136.970744	18.929147	0.000546	0.635243	0.603703	205.0	0.815908	-1.91155	7.655382	0.10658	0.0001	0.013214	191.196749	3.328016	12.417024	191.225711	0.017406	9.982545	0.173759	9.984057	0.000135	2140.974307	1.088504	
12.99584	2.244464	136.981764	18.949616	0.00055	0.635269	0.603703	205.0	0.816584	-1.932889	7.655377	0.106668	0.0001	0.013214	193.537573	3.434173	12.753369	193.568039	0.017744	9.974462	0.176989	9.976032	0.000137	2086.114915	1.060565	
13.005837	2.232094	137.020107	18.992555	0.000552	0.635358	0.603756	205.0	0.818038	-1.900503	7.66036	0.106788	0.0001	0.013222	194.865168	3.350995	12.979897	194.893978	0.017196	9.963823	0.171343	9.965296	0.000133	2053.399562	1.043905	
13.015834	2.165043	137.074389	19.071653	0.000564	0.635484	0.60381	205.0	0.819179	-1.890274	7.665329	0.106868	0.000101	0.013229	201.972265	3.437131	14.007877	202.001509	0.017018	9.956732	0.169442	9.958174	0.000132	1908.710408	0.970234	
13.025831	2.26915	137.149117	19.107875	0.000546	0.635656	0.603864	205.0	0.82003	-1.92379	7.670331	0.106909	0.000101	0.013236	192.149909	3.374512	12.707981	192.179538	0.017562	9.952856	0.174791	9.95439	0.000136	2107.195893	1.071301	
13.035827	2.234974	137.222633	19.194037	0.000552	0.635827	0.603917	205.0	0.820648	-1.938644	7.6753	0.106921	0.000101	0.013244	195.874386	3.487347	13.253268	195.905428	0.017804	9.951756	0.177181	9.953333	0.000138	2027.374513	1.030653	
13.045824	2.24375	137.307731	19.275889	0.00055	0.636024	0.603971	205.0	0.8213	-1.965719	7.680275	0.106936	0.000101	0.013251	195.600805	3.568929	13.263098	195.633361	0.018246	9.95021	0.181551	9.951866	0.000141	2032.418294	1.033221	
13.055821	2.295956	137.390204	19.339051	0.000541	0.636214	0.604025	205.0	0.822515	-1.997617	7.685257	0.107025	0.000101	0.013259	191.182714	3.586009	12.723541	191.216343	0.018757	9.942074	0.186483	9.943822	0.000145	2123.961219	1.079839	
13.065818	2.207583	137.459241	19.440785	0.000556	0.636375	0.604078	205.0	0.823689	-2.040827	7.690205	0.107109	0.000101	0.013266	200.207402	3.894902	14.030008	200.245284	0.019454	9.934341	0.193266	9.93622	0.00015	1933.782946	0.982999	
13.075815	2.252012	137.524379	19.489496	0.000549	0.636525	0.604132	205.0	0.824576	-2.064479	7.695179	0.107155	0.000101	0.013273	196.139725	3.890612	13.5039	196.178308	0.019836	9.930088	0.196972	9.932041	0.000153	2013.097985	1.023383	
13.085811	2.2466	137.573171	19.540306	0.00055	0.636638	0.604186	205.0	0.826438	-2.044418	7.700138	0.107328	0.000101	0.013281	196.890776	3.836036	13.677436	196.928142	0.019483	9.914828	0.193171	9.916709	0.00015	1991.633806	1.012454	
13.095808	2.2417	137.602086	19.571057	0.000551	0.636705	0.604239	205.0	0.827726	-2.019891	7.705095	0.107426	0.000102	0.013288	197.510765	3.765994	13.805593	197.546665	0.019067	9.906263	0.188886	9.908063	0.000147	1975.73196	1.004357	
13.105805	2.271277	137.615298	19.573359	0.000545	0.636735	0.604293	205.0	0.828377	-2.041902	7.710056	0.107441	0.000102	0.013296	194.660284	3.781503	13.417596	194.69701	0.019426	9.904771	0.192412	9.906639	0.000149	2033.405621	1.033724	
13.115802	2.365954	137.609849	19.532928	0.000529	0.636721	0.604347	205.0	0.830244	-2.016772	7.715028	0.107614	0.000102	0.013303	185.929734	3.530838	12.262588	185.963256	0.01899	9.889624	0.187806	9.891408	0.000146	2222.039576	1.129793	
13.125799	2.343981	137.58672	19.517974	0.000533	0.636668	0.6044	205.0	0.830802	-1.989096	7.719972	0.107617	0.000102	0.01331	187.649858	3.478246	12.486286	187.682091	0.018536	9.889489	0.18331	9.891188	0.000142	2181.429024	1.109108	
13.135795	2.263989	137.558612	19.519505	0.000547	0.636603	0.604454	205.0	0.832599	-1.951197	7.7249	0.107781	0.000102	0.013318	194.671288	3.483033	13.48022	194.702444	0.017892	9.875228	0.176686	9.876809	0.000137	2021.065355	1.02744	
13.145792	2.251716	137.515305	19.480794	0.000549	0.636503	0.604507	205.0	0.833123	-1.894564	7.72984	0.10778	0.000102	0.013325	195.545714	3.317112	13.583601	195.573847	0.016963	9.875639	0.167524	9.87706	0.00013	2003.197302	1.018342	
13.155789	2.313153	137.483675	19.426489	0.000538	0.636429	0.604561	205.0	0.835097	-1.84786	7.734792	0.107966	0.000103	0.013332	189.394805	3.062903	12.761064	189.419571	0.016172	9.859498	0.159448	9.860787	0.000124	2128.449523	1.082125	
13.165786	2.2661	137.451434	19.411705	0.000547	0.636355	0.604615	205.0	0.836063	-1.768109	7.739718	0.108022	0.000103	0.01334	193.484083	2.874574	13.325405	193.505436	0.014857	9.854994	0.146415	9.856082	0.000114	2037.568227	1.035844	
13.175783	2.34471	137.43216	19.363397	0.000533	0.636309	0.604668	205.0	0.83625	-1.720806	7.744668	0.107978	0.000103	0.013347	186.262794	2.623963	12.319128	186.281275	0.014087	9.859172	0.13889	9.86015	0.000108	2200.485613	1.118815	
13.185779	2.259365	137.431918	19.394762	0.000548	0.636309	0.604722	205.0	0.838171	-1.677739	7.74958	0.108157	0.000103	0.013354	193.866643	2.589504	13.405517	193.883937	0.013357	9.843647	0.131483	9.844525	0.000102	2024.863545	1.029374	
13.195776	2.336975	137.443026	19.377194	0.000534	0.636334	0.604775	205.0	0.838715	-1.642403	7.754523	0.108158	0.000103	0.013362	186.832101	2.387278	12.444367	186.847353	0.012778	9.84371	0.12578	9.844513	9.765096e-005	2180.240918	1.108503	
13.205773	2.245426	137.476879	19.444934	0.00055	0.636413	0.604829	205.0	0.839285	-1.57614	7.759428	0.108163	0.000103	0.013369	195.523408	2.285839	13.665956	195.53677	0.011691	9.84358	0.11508	9.844253	8.934416e-005	1990.666505	1.011962	
13.21577	2.263871	137.528521	19.489767	0.000547	0.636533	0.604883	205.0	0.839217	-1.572717	7.764352	0.108086	0.000103	0.013376	194.130453	2.260682	13.47797	194.143615	0.011645	9.85037	0.114709	9.851038	8.905629e-005	2022.123462	1.027979	
13.225767	2.161206	137.589215	19.588448	0.000565	0.636674	0.604936	205.0	0.839892	-1.484066	7.769248	0.108105	0.000103	0.013383	205.404197	2.092986	15.15004	205.41486	0.01019	9.849116	0.100359	9.849627	7.79149e-005	1805.783762	0.917838	
13.235763	2.361352	137.673973	19.59917	0.00053	0.636868	0.60499	205.0	0.840049	-1.445323	7.774206	0.108056	0.000103	0.013391	186.233859	1.780571	12.450006	186.242371	0.009561	9.853558	0.094209	9.854009	7.314084e-005	2198.663601	1.117886	
13.24576	2.395746	137.75968	19.672153	0.000524	0.637066	0.605043	205.0	0.840113	-1.45337	7.779125	0.107996	0.000103	0.013398	183.915132	1.784136	12.16354	183.923786	0.009701	9.858794	0.095639	9.859258	7.42507e-005	2256.849368	1.147525	
13.255757	2.368475	137.838369	19.760932	0.000529	0.637248	0.605097	205.0	0.840297	-1.408346	7.784028	0.107951	0.000103	0.013405	186.719414	1.674657	12.56965	186.726924	0.008969	9.862886	0.088459	9.863283	6.867625e-005	2191.386338	1.11418	
13.265754	2.452347	137.922253	19.813792	0.000514	0.637441	0.60515	205.0	0.840228	-1.318919	7.788952	0.107874	0.000103	0.013412	180.428869	1.355612	11.744588	180.433962	0.007513	9.870027	0.074156	9.870305	5.757236e-005	2350.252277	1.195107	
13.275751	2.399876	137.984832	19.895789	0.000523	0.637586	0.605204	205.0	0.839245	-1.28536	7.793843	0.10768	0.000103	0.01342	185.156632	1.294074	12.363892	185.161154	0.006989	9.887246	0.069103	9.887487	5.364898e-005	2239.556306	1.138716	
13.285747	2.436921	138.038516	19.935784	0.000517	0.63771	0.605258	205.0	0.839341	-1.290315	7.798751	0.107625	0.000103	0.013427	182.487914	1.291589	12.017644	182.492485	0.007078	9.892133	0.070013	9.892381	5.435586e-005	2307.818061	1.173489	
13.295744	2.39604	138.080701	19.993109	0.000524	0.637807	0.605311	205.0	0.839303	-1.288679	7.803639	0.107553	0.000103	0.013434	186.144611	1.314273	12.515938	186.149251	0.00706	9.898533	0.069889	9.898779	5.425907e-005	2220.908081	1.129217	
13.305741	2.387011	138.096647	20.012424	0.000526	0.637844	0.605365	205.0	0.839367	-1.295914	7.808531	0.107494	0.000103	0.013441	187.045387	1.344293	12.635062	187.050217	0.007187	9.903743	0.071178	9.903999	5.52602e-005	2201.885045	1.119527	
13.315738	2.51237	138.097479	19.966921	0.000504	0.637845	0.605418	205.0	0.840003	-1.310981	7.813449	0.107507	0.000103	0.013449	177.1289	1.316433	11.317218	177.133792	0.007432	9.902473	0.073596	9.902746	5.713724e-005	2454.699487	1.248325	
13.325735	2.416644	138.077087	19.981986	0.000521	0.637798	0.605472	205.0	0.840866	-1.341044	7.818316	0.107551	0.000103	0.013456	184.368798	1.460045	12.279903	184.374579	0.007919	9.898509	0.078388	9.898819	6.085761e-005	2263.886079	1.151109	
13.335731	2.456968	138.047578	19.937611	0.000514	0.63773	0.605525	205.0	0.840837	-1.336624	7.823209	0.10748	0.000103	0.013463	181.017366	1.4221	11.805659	181.022952	0.007856	9.904814	0.077814	9.90512	6.04119e-005	2351.484225	1.195735	
13.345728	2.46284	138.014272	19.902184	0.000513	0.637652	0.605579	205.0	0.840883	-1.343081	7.828093	0.107419	0.000103	0.01347	180.411595	1.437911	11.701106	180.417325	0.00797	9.910217	0.078986	9.910532	6.13221e-005	2369.885165	1.20511	
13.355725	2.453152	137.967184	19.858737	0.000514	0.637544	0.605632	205.0	0.84048	-1.38443	7.832969	0.1073	0.000103	0.013478	180.973963	1.567935	11.733278	180.980755	0.008664	9.920563	0.085951	9.920936	6.672901e-005	2360.099666	1.200124	
13.365722	2.450818	137.935817	19.828284	0.000515	0.637471	0.605686	205.0	0.840107	-1.457079	7.837845	0.107186	0.000103	0.013485	181.055857	1.787081	11.709705	181.064676	0.00987	9.930448	0.098017	9.930932	7.609686e-005	2362.666632	1.201432	
13.375719	2.447481	137.909536	19.803286	0.000515	0.63741	0.605739	205.0	0.840028	-1.450002	7.842717	0.107109	0.000103	0.013492	181.215141	1.769492	11.705583	181.22378	0.009765	9.937318	0.097034	9.937792	7.533374e-005	2361.779265	1.20098	
13.385715	2.518324	137.897383	19.76497	0.000503	0.637381	0.605793	205.0	0.840131	-1.457659	7.847602	0.107056	0.000103	0.013499	175.940176	1.741327	11.010149	175.948793	0.009897	9.942072	0.098399	9.942559	7.639385e-005	2507.919844	1.275445	
13.395712	2.366303	137.91005	19.833903	0.000529	0.637412	0.605846	205.0	0.839781	-1.487152	7.852436	0.106945	0.000103	0.013506	187.951045	1.953909	12.573589	187.961201	0.010396	9.95183	0.103458	9.952367	8.032095e-005	2201.943973	1.119557	
13.405709	2.442567	137.934542	19.830211	0.000516	0.637467	0.6059	205.0	0.839252	-1.578312	7.857317	0.106812	0.000103	0.013513	181.944529	2.16672	11.755916	181.95743	0.011909	9.963408	0.118651	9.964114	9.211663e-005	2355.199564	1.197628	
13.415706	2.521556	137.977541	19.844008	0.000503	0.637566	0.605953	205.0	0.839203	-1.571565	7.862195	0.106739	0.000103	0.013521	176.358625	2.082401	11.038095	176.370919	0.011808	9.969955	0.117723	9.97065	9.1396e-005	2510.053014	1.276532	
13.425703	2.568615	138.047241	19.896307	0.000494	0.637726	0.606007	205.0	0.839253	-1.576816	7.867064	0.106679	0.000103	0.013528	173.499494	2.064975	10.69365	173.511782	0.011902	9.97531	0.118725	9.976016	9.217418e-005	2596.248418	1.320461	
13.435699	2.504077	138.117395	19.99034	0.000506	0.637889	0.60606	205.0	0.838794	-1.634673	7.871905	0.106555	0.000103	0.013535	178.484736	2.296675	11.332532	178.499512	0.012868	9.986211	0.128499	9.987037	9.976206e-005	2458.607287	1.250316	
13.445696	2.577264	138.202017	20.047889	0.000493	0.638084	0.606114	205.0	0.837068	-1.646991	7.876774	0.10627	0.000103	0.013542	174.003859	2.280874	10.739416	174.018807	0.013108	10.011925	0.131238	10.012785	0.000102	2600.20313	1.322477	
13.455693	2.507508	138.291737	20.16341	0.000505	0.638291	0.606167	205.0	0.836832	-1.634388	7.881608	0.106175	0.000103	0.013549	179.459955	2.317614	11.452782	179.47492	0.012914	10.020629	0.12941	10.021464	0.0001	2448.751476	1.245294	
13.46569	2.649316	138.367787	20.187008	0.00048	0.638465	0.606221	205.0	0.836921	-1.640074	7.886486	0.106121	0.000103	0.013556	170.204065	2.21519	10.302194	170.218479	0.013015	10.025553	0.130482	10.026402	0.000101	2725.001331	1.386091	
13.475687	2.569805	138.445517	20.294152	0.000494	0.638645	0.606274	205.0	0.83533	-1.586711	7.891312	0.105854	0.000103	0.013563	176.048627	2.143498	11.011817	176.061676	0.012176	10.05011	0.122366	10.050855	9.500086e-005	2559.565195	1.301765	
13.485683	2.631832	138.495	20.320706	0.000483	0.638759	0.606328	205.0	0.835206	-1.584682	7.896166	0.105774	0.000103	0.013571	172.191667	2.092679	10.530812	172.204383	0.012153	10.057515	0.122231	10.058258	9.489591e-005	2679.458401	1.362874	
13.49568	2.457331	138.516841	20.407124	0.000514	0.638811	0.606328	205.0	0.834461	-1.557927	7.896128	0.10568	0.000102	0.013571	184.951918	2.168943	12.165488	184.964635	0.011727	10.06624	0.118047	10.066932	9.164798e-005	2326.519984	1.183017	
13.505677	2.468052	138.543952	20.430294	0.000512	0.638873	0.606384	205.0	0.833603	-1.534201	7.901275	0.105502	0.000102	0.013578	184.38529	2.094936	12.063767	184.397191	0.011362	10.082661	0.114556	10.083312	8.89377e-005	2348.484524	1.194207	
13.515674	2.394487	138.548262	20.461852	0.000525	0.638883	0.606441	205.0	0.833586	-1.530326	7.9064	0.105432	0.000102	0.013586	190.570245	2.154914	12.88671	190.582428	0.011308	10.089169	0.114085	10.089814	8.857201e-005	2201.357255	1.119259	
13.525671	2.499046	138.529947	20.404904	0.000506	0.63884	0.606498	205.0	0.832082	-1.485261	7.911561	0.105173	0.000102	0.013593	182.152281	1.931377	11.695893	182.16252	0.010603	10.113291	0.107232	10.113859	8.325134e-005	2421.060542	1.231184	
13.535667	2.476665	138.513839	20.397119	0.00051	0.638803	0.606555	205.0	0.832587	-1.376423	7.916691	0.105169	0.000102	0.013601	183.776493	1.62053	11.90223	183.783638	0.008818	10.114164	0.089186	10.114557	6.9241e-005	2378.86592	1.209686	
13.545664	2.498076	138.473748	20.349163	0.000507	0.63871	0.606612	205.0	0.831827	-1.336918	7.921828	0.105004	0.000102	0.013608	182.038833	1.491211	11.625168	182.04494	0.008192	10.129546	0.082978	10.129886	6.442157e-005	2431.877972	1.236696	
13.555661	2.3697	138.437306	20.360262	0.000529	0.638627	0.606669	205.0	0.831174	-1.313695	7.926928	0.104854	0.000102	0.013616	192.448984	1.507034	12.964233	192.454885	0.007831	10.143601	0.079433	10.143912	6.166884e-005	2181.940868	1.109369	
13.565658	2.448323	138.403914	20.297837	0.000515	0.638549	0.606725	205.0	0.831971	-1.210622	7.93207	0.104887	0.000102	0.013623	185.58526	1.138607	12.037854	185.588753	0.006135	10.140952	0.062217	10.141143	4.830313e-005	2345.094602	1.19248	
13.575655	2.409979	138.372955	20.281113	0.000522	0.638478	0.606782	205.0	0.830585	-1.145069	7.937184	0.104645	0.000102	0.013631	188.722719	0.960948	12.387294	188.725166	0.005092	10.163807	0.051753	10.163939	4.017895e-005	2278.003291	1.158301	
13.585651	2.437033	138.36507	20.263261	0.000517	0.638459	0.606839	205.0	0.83039	-1.145587	7.942308	0.104553	0.000102	0.013638	186.522009	0.953602	12.074135	186.524447	0.005113	10.172427	0.052007	10.17256	4.037645e-005	2336.032308	1.187863	
13.595648	2.597115	138.371863	20.210872	0.00049	0.638473	0.606896	205.0	0.830612	-1.079517	7.947459	0.104513	0.000102	0.013646	174.895037	0.705451	10.589745	174.89646	0.004034	10.176379	0.041047	10.176461	3.186755e-005	2659.018839	1.352456	
13.605645	2.457838	138.395423	20.285978	0.000514	0.638529	0.606953	205.0	0.83107	-1.015337	7.952541	0.104504	0.000102	0.013653	185.059253	0.551811	11.887657	185.060076	0.002982	10.177443	0.030347	10.177488	2.356048e-005	2375.448589	1.207945	
13.615642	2.469861	138.436699	20.322826	0.000512	0.638624	0.607009	205.0	0.829996	-0.979475	7.957652	0.104302	0.000102	0.013661	184.512358	0.44652	11.790706	184.512898	0.00242	10.196567	0.024676	10.196597	1.915736e-005	2398.539829	1.21971	
13.625639	2.45089	138.492022	20.385179	0.000515	0.638752	0.607066	205.0	0.829519	-0.959688	7.962754	0.104175	0.000102	0.013668	186.411825	0.393702	12.035056	186.412241	0.002112	10.208576	0.021561	10.208599	1.673884e-005	2355.446692	1.197754	
13.635635	2.52421	138.571545	20.437582	0.000502	0.638934	0.607123	205.0	0.829516	-0.96622	7.967873	0.104108	0.000102	0.013676	181.287464	0.403906	11.391407	181.287914	0.002228	10.214921	0.022759	10.214947	1.76691e-005	2493.586244	1.268141	
13.645632	2.423179	138.649202	20.552614	0.00052	0.639114	0.60718	205.0	0.82964	-0.96223	7.97295	0.104057	0.000102	0.013683	189.671253	0.411447	12.510303	189.671699	0.002169	10.219738	0.022169	10.219762	1.721151e-005	2280.165657	1.159402	
13.655629	2.581607	138.736894	20.5817	0.000492	0.639315	0.607237	205.0	0.830286	-0.856791	7.978082	0.104071	0.000102	0.013691	178.049875	0.077813	11.039692	178.049892	0.000437	10.218701	0.004466	10.218702	3.467157e-006	2587.008952	1.315752	
13.665626	2.480534	138.824398	20.70659	0.00051	0.639517	0.607293	205.0	0.830312	-0.862703	7.983153	0.104008	0.000102	0.013698	186.036972	0.100899	12.093142	186.037	0.000542	10.224641	0.005545	10.224642	4.305267e-006	2372.397646	1.20639	
13.675623	2.603137	138.896793	20.733639	0.000489	0.639683	0.60735	205.0	0.830242	-0.856918	7.98827	0.103933	0.000102	0.013706	177.453399	0.081137	10.999853	177.453418	0.000457	10.231813	0.004678	10.231814	3.632046e-006	2611.117485	1.32804	
13.685619	2.641195	138.965948	20.788722	0.000482	0.639841	0.607407	205.0	0.829666	-0.955355	7.993365	0.103794	0.000102	0.013713	175.339118	0.366605	10.734778	175.339502	0.002091	10.244682	0.02142	10.244705	1.662969e-005	2681.200062	1.363762	
13.695616	2.672513	139.01378	20.824986	0.000477	0.639951	0.607464	205.0	0.829515	-0.967724	7.998456	0.103709	0.000102	0.013721	173.595024	0.400136	10.520839	173.595485	0.002305	10.252743	0.023633	10.25277	1.834751e-005	2739.65244	1.39356	
13.705613	2.568988	139.038464	20.88799	0.000495	0.640009	0.60752	205.0	0.829837	-0.976488	8.003513	0.103684	0.000102	0.013728	180.7446	0.443233	11.42689	180.745143	0.002452	10.255136	0.025148	10.255167	1.952427e-005	2528.37854	1.285871	
13.71561	2.600808	139.05011	20.887897	0.000489	0.640035	0.607577	205.0	0.831071	-1.017519	8.008598	0.103772	0.000102	0.013736	178.46504	0.55574	11.160987	178.465905	0.003114	10.246593	0.031908	10.246643	2.477218e-005	2589.06269	1.316799	
13.725607	2.564337	139.041672	20.892991	0.000495	0.640016	0.607634	205.0	0.831409	-1.031492	8.013664	0.103749	0.000102	0.013743	181.0192	0.605774	11.481862	181.020214	0.003346	10.248787	0.034297	10.248844	2.662716e-005	2517.593012	1.280375	
13.735603	2.480016	139.0162	20.898758	0.00051	0.639958	0.607691	205.0	0.832794	-1.075761	8.018717	0.103856	0.000102	0.01375	187.210444	0.759867	12.310165	187.211986	0.004059	10.23843	0.041557	10.238515	3.226318e-005	2349.072915	1.194507	
13.7456	2.537839	138.984405	20.845625	0.0005	0.639884	0.607747	205.0	0.833341	-1.097453	8.023797	0.103859	0.000102	0.013758	182.549438	0.805873	11.686062	182.551217	0.004415	10.238127	0.045197	10.238227	3.508918e-005	2470.41506	1.256333	
13.755597	2.59864	138.946077	20.78486	0.00049	0.639795	0.607804	205.0	0.834317	-1.124033	8.028876	0.103915	0.000102	0.013765	177.935414	0.861802	11.093057	177.937501	0.004843	10.232732	0.049561	10.232852	3.847718e-005	2597.456714	1.321077	
13.765594	2.578954	138.905953	20.752072	0.000493	0.639702	0.607861	205.0	0.835411	-1.163037	8.033933	0.103985	0.000103	0.013773	179.035718	0.98006	11.234908	179.0384	0.005474	10.22588	0.055978	10.226033	4.345903e-005	2562.193253	1.303105	
13.775591	2.559801	138.880201	20.733454	0.000496	0.639643	0.607917	205.0	0.83601	-1.180121	8.038988	0.103994	0.000103	0.01378	180.248943	1.037028	11.384367	180.251926	0.005753	10.224962	0.058827	10.225131	4.567156e-005	2527.364245	1.285354	
