nanoDMA Text Export Version 1.00

 Test Time (s)	 Indent Disp. (nm)	 Indent Act. Load (µN)	 Indent Load (µN)	 Indent Disp. Volt. (V)	 Indent Act. Load Volt. (V)	 Indent Act. Output Volt. (V)	 Dynamic Freq. (Hz)	 Disp. Amp. (nm)	 Phase Shift (deg)	 Load Amp. (µN)	 Dynamic Comp. (nm/µN)	 Disp. Amp. Volt. (V)	 Load Amp. Volt. (V)	 Storage Mod. (GPa)	 Loss Mod. (GPa)	 Hardness (GPa)	 Complex Mod. (GPa)	 Tan-Delta	 Storage Stiff. (µN/nm)	 Loss Stiff. (µN/nm)	 Complex Stiff. (µN/nm)	 Damping (kg/s)	 Contact Area (nm^2)	 Contact Depth (nm)	
20.123559	5.333235	162.296946	43.137432	2.125924e-005	0.691347	0.659519	205.0	1.001287	-0.79984	11.923023	0.083979	0.000123	0.018837	144.138169	0.30912	9.199006	144.1385	0.002145	12.58298	0.026986	12.583009	2.095066e-005	5985.478905	3.052681	
20.133555	5.218796	162.437772	43.320565	4.110416e-005	0.691648	0.659636	205.0	1.002993	-0.749737	11.930668	0.084068	0.000123	0.018846	147.0797	0.192001	9.631184	147.079825	0.001305	12.570106	0.016409	12.570117	1.27396e-005	5736.702238	2.925204	
20.143552	5.288509	162.585285	43.442262	2.899487e-005	0.691961	0.659752	205.0	1.002881	-0.74469	11.938368	0.084005	0.000123	0.018855	145.603894	0.179153	9.447003	145.604005	0.00123	12.579401	0.015478	12.579411	1.201649e-005	5862.243362	2.989527	
20.153549	5.211712	162.720016	43.60538	4.230968e-005	0.692248	0.659869	205.0	1.002969	-0.752641	11.946016	0.083958	0.000123	0.018864	147.791248	0.202166	9.752487	147.791387	0.001368	12.58617	0.017217	12.586181	1.336655e-005	5696.126266	2.904417	
20.163546	5.317157	162.851988	43.698325	2.400365e-005	0.692528	0.659986	205.0	1.002919	-0.745311	11.953719	0.0839	0.000123	0.018872	145.381593	0.18238	9.441314	145.381707	0.001254	12.594729	0.0158	12.594739	1.226659e-005	5894.523164	3.006068	
20.173543	5.349144	162.956127	43.790623	1.84492e-005	0.692749	0.660102	205.0	1.004058	-0.781672	11.961393	0.083942	0.000123	0.018881	144.699853	0.267626	9.378949	144.7001	0.00185	12.588568	0.023283	12.58859	1.807599e-005	5944.377514	3.031616	
20.183539	5.358709	163.042044	43.873	1.678912e-005	0.692931	0.660219	205.0	1.00448	-0.802391	11.969055	0.083923	0.000123	0.01889	144.603997	0.317283	9.377716	144.604346	0.002194	12.591211	0.027627	12.591241	2.14487e-005	5954.76047	3.036937	
20.193536	5.307655	163.090952	43.940809	2.565488e-005	0.693036	0.660336	205.0	1.004408	-0.909558	11.976692	0.083864	0.000123	0.018899	145.983321	0.579857	9.557654	145.984472	0.003972	12.599593	0.050047	12.599693	3.885445e-005	5850.54681	2.983533	
20.203533	5.410831	163.110311	43.922031	7.765852e-006	0.693076	0.660452	205.0	1.005355	-0.927525	11.984375	0.083889	0.000123	0.018907	143.477534	0.61199	9.236053	143.478839	0.004265	12.595823	0.053726	12.595937	4.171122e-005	6053.0624	3.087321	
20.21353	5.372228	163.111094	43.93713	1.448126e-005	0.693077	0.660569	205.0	1.005798	-0.947807	11.992007	0.083872	0.000123	0.018916	144.412343	0.664675	9.357114	144.413873	0.004603	12.59817	0.057985	12.598304	4.501723e-005	5977.178055	3.048426	
20.223527	5.341775	163.087067	43.924415	1.978752e-005	0.693026	0.660685	205.0	1.007081	-0.975939	11.999637	0.083926	0.000124	0.018925	145.056295	0.734006	9.451825	145.058153	0.00506	12.590214	0.063708	12.590376	4.946092e-005	5916.746639	3.017456	
20.233523	5.283101	163.052293	43.911398	2.999281e-005	0.692953	0.660802	205.0	1.007153	-0.984973	12.007253	0.083879	0.000124	0.018934	146.506194	0.764131	9.630249	146.508186	0.005216	12.597102	0.065703	12.597273	5.100924e-005	5806.563588	2.960997	
20.24352	5.166227	163.011013	43.913406	5.029777e-005	0.692866	0.660918	205.0	1.008067	-1.083504	12.014844	0.083902	0.000124	0.018942	149.444525	1.022222	10.028116	149.448021	0.00684	12.593342	0.08614	12.593637	6.687634e-005	5577.144217	2.843472	
20.253517	5.290943	162.979095	43.835405	2.868197e-005	0.692796	0.661035	205.0	1.007849	-1.116942	12.022512	0.08383	0.000124	0.018951	146.241803	1.082477	9.575074	146.245809	0.007402	12.603695	0.093292	12.604041	7.242884e-005	5833.680183	2.974891	
20.263514	5.23576	162.956692	43.833462	3.827885e-005	0.692749	0.661151	205.0	1.009229	-1.147316	12.030115	0.083892	0.000124	0.01896	147.538035	1.164881	9.760756	147.542633	0.007895	12.594522	0.09944	12.594915	7.720146e-005	5723.284074	2.91833	
20.273511	5.288835	162.960864	43.818036	2.908615e-005	0.692757	0.661267	205.0	1.00964	-1.163701	12.037749	0.083873	0.000124	0.018968	146.213249	1.194363	9.580773	146.218127	0.008169	12.597245	0.102902	12.597665	7.988983e-005	5829.987037	2.972998	
20.283507	5.365393	162.984246	43.813125	1.581469e-005	0.692806	0.661384	205.0	1.010359	-1.177865	12.045387	0.083879	0.000124	0.018977	144.356644	1.212838	9.340973	144.361739	0.008402	12.596226	0.105829	12.596671	8.216235e-005	5979.945769	3.049845	
20.293504	5.274476	163.035685	43.898209	3.159672e-005	0.692916	0.6615	205.0	1.011159	-1.205127	12.052964	0.083893	0.000124	0.018986	146.652544	1.297908	9.659702	146.658287	0.00885	12.594107	0.111461	12.5946	8.653423e-005	5792.225323	2.95365	
20.303501	5.297961	163.119331	43.973168	2.752193e-005	0.693093	0.661617	205.0	1.011644	-1.170354	12.060575	0.08388	0.000124	0.018994	146.194458	1.21013	9.610525	146.199467	0.008278	12.596133	0.104265	12.596564	8.094773e-005	5830.45597	2.973239	
20.313498	5.270418	163.230749	44.094763	3.229519e-005	0.69333	0.661733	205.0	1.013628	-1.159117	12.068164	0.083992	0.000124	0.019003	146.932502	1.186767	9.755406	146.937295	0.008077	12.57984	0.101607	12.58025	7.888404e-005	5757.107888	2.935658	
20.323495	5.265128	163.365222	44.231171	3.320276e-005	0.693616	0.661849	205.0	1.013562	-1.151424	12.075756	0.083934	0.000124	0.019011	147.323959	1.172359	9.819236	147.328624	0.007958	12.588399	0.100175	12.588798	7.777214e-005	5734.349253	2.923998	
20.333491	5.301513	163.511127	44.363588	2.687658e-005	0.693925	0.661965	205.0	1.013749	-1.163681	12.083357	0.083896	0.000124	0.01902	146.648588	1.197406	9.74521	146.653476	0.008165	12.593823	0.10283	12.594242	7.983394e-005	5792.276116	2.953676	
20.343488	5.250613	163.656959	44.528221	3.569563e-005	0.694235	0.662082	205.0	1.015419	-1.164581	12.090924	0.083982	0.000125	0.019029	148.07903	1.209591	9.986431	148.083971	0.008169	12.581289	0.102771	12.581708	7.978779e-005	5669.607663	2.890833	
20.353485	5.303108	163.799088	44.650907	2.657497e-005	0.694536	0.662198	205.0	1.016012	-1.108484	12.098522	0.083978	0.000125	0.019037	146.941014	1.06421	9.854914	146.944868	0.007242	12.58208	0.091125	12.58241	7.074615e-005	5758.490787	2.936367	
20.363482	5.333638	163.934583	44.775086	2.126688e-005	0.694823	0.662314	205.0	1.01596	-1.099641	12.106108	0.083921	0.000125	0.019046	146.422674	1.040181	9.795207	146.426369	0.007104	12.590441	0.089442	12.590759	6.943969e-005	5807.043839	2.961243	
20.373479	5.476773	164.043846	44.831391	-3.574142e-006	0.695053	0.66243	205.0	1.016022	-1.106393	12.113727	0.083874	0.000125	0.019054	143.145673	1.033767	9.361838	143.149406	0.007222	12.597402	0.090976	12.59773	7.063037e-005	6082.685813	3.102505	
20.383475	5.322541	164.132843	44.977437	2.318613e-005	0.695243	0.662547	205.0	1.017973	-1.058476	12.121241	0.083983	0.000125	0.019063	146.924519	0.942644	9.914022	146.927543	0.006416	12.581645	0.080722	12.581904	6.266962e-005	5759.38568	2.936825	
20.393472	5.40562	164.186946	45.000821	8.776918e-006	0.695356	0.662663	205.0	1.018496	-1.063689	12.128831	0.083973	0.000125	0.019071	144.937566	0.94255	9.650833	144.940631	0.006503	12.583006	0.081829	12.583272	6.352928e-005	5919.660295	3.018949	
20.403469	5.463224	164.220325	45.012915	-1.207662e-006	0.695426	0.662779	205.0	1.018437	-1.057777	12.136408	0.083916	0.000125	0.01908	143.652656	0.921263	9.471073	143.655611	0.006413	12.591419	0.08075	12.591678	6.269184e-005	6034.091558	3.077597	
20.413466	5.431428	164.220586	45.024974	4.326641e-006	0.695427	0.662895	205.0	1.018458	-1.064242	12.14395	0.083865	0.000125	0.019089	144.461349	0.942852	9.570107	144.464426	0.006527	12.598775	0.082228	12.599044	6.383903e-005	5973.697432	3.046643	
20.423463	5.521059	164.20399	44.975267	-1.120476e-005	0.695391	0.663011	205.0	1.02013	-1.062852	12.151528	0.083951	0.000125	0.019097	142.232998	0.923411	9.288714	142.235995	0.006492	12.586285	0.081713	12.58655	6.343935e-005	6150.129688	3.137079	
20.433459	5.453601	164.169645	44.965927	5.244598e-007	0.695318	0.663127	205.0	1.020806	-1.012896	12.159049	0.083954	0.000125	0.019106	143.759527	0.814639	9.489388	143.761835	0.005667	12.585939	0.07132	12.586141	5.537077e-005	6019.880251	3.070313	
20.443456	5.465143	164.124785	44.916854	-1.451575e-006	0.695223	0.663243	205.0	1.020704	-1.013449	12.166593	0.083894	0.000125	0.019114	143.481982	0.815532	9.432651	143.4843	0.005684	12.594782	0.071587	12.594985	5.557767e-005	6051.686653	3.086615	
20.453453	5.371114	164.087451	44.914356	1.48888e-005	0.695144	0.66336	205.0	1.020042	-1.107034	12.174096	0.083788	0.000125	0.019123	145.807491	1.056216	9.718287	145.811316	0.007244	12.609973	0.091345	12.610304	7.091746e-005	5874.332623	2.995721	
20.46345	5.492134	164.062968	44.845155	-6.087458e-006	0.695091	0.663476	205.0	1.021216	-1.133029	12.181667	0.083832	0.000125	0.019131	142.817823	1.095025	9.32355	142.822021	0.007667	12.603361	0.096634	12.603732	7.502298e-005	6116.427744	3.119802	
20.473447	5.497863	164.063878	44.843982	-7.064333e-006	0.695093	0.663592	205.0	1.021728	-1.150944	12.189195	0.083822	0.000125	0.01914	142.691532	1.136469	9.306107	142.696058	0.007965	12.604715	0.10039	12.605115	7.79397e-005	6128.575431	3.126029	
20.483443	5.518986	164.053319	44.825651	-1.070991e-005	0.69507	0.663708	205.0	1.021694	-1.145413	12.196723	0.083768	0.000125	0.019148	142.242626	1.120937	9.234126	142.247043	0.00788	12.612744	0.099394	12.613135	7.716625e-005	6175.178281	3.149921	
20.49344	5.360328	164.073722	44.90477	1.683247e-005	0.695115	0.663708	205.0	1.021731	-1.152968	12.19667	0.083771	0.000125	0.019148	146.058404	1.169182	9.750509	146.063083	0.008005	12.612219	0.10096	12.612623	7.838148e-005	5856.252152	2.986457	
20.503437	5.438751	164.149407	44.95145	3.226741e-006	0.695274	0.663831	205.0	1.02165	-1.143663	12.204691	0.08371	0.000125	0.019157	144.311493	1.134204	9.514032	144.31595	0.007859	12.62133	0.099196	12.62172	7.701256e-005	6007.562394	3.063999	
20.513434	5.346159	164.261476	45.097757	1.928687e-005	0.695512	0.663954	205.0	1.02162	-1.148517	12.212648	0.083653	0.000125	0.019166	146.799711	1.16666	9.858433	146.804346	0.007947	12.6297	0.100372	12.630099	7.792527e-005	5813.338111	2.964468	
20.523431	5.392283	164.3896	45.2088	1.127467e-005	0.695783	0.664078	205.0	1.019926	-1.100088	12.220647	0.083459	0.000125	0.019175	146.032497	1.047513	9.731539	146.036254	0.007173	12.658467	0.090801	12.658793	7.04948e-005	5901.373683	3.009578	
20.533427	5.497628	164.535764	45.315968	-7.017016e-006	0.696091	0.664201	205.0	1.020777	-1.018681	12.228661	0.083474	0.000125	0.019184	143.681479	0.837131	9.442412	143.683918	0.005826	12.656592	0.073741	12.656807	5.725005e-005	6094.272459	3.108445	
20.543424	5.475738	164.68891	45.477181	-3.233151e-006	0.696415	0.664324	205.0	1.020739	-1.008068	12.236627	0.083417	0.000125	0.019193	144.465627	0.817482	9.560902	144.46794	0.005659	12.665141	0.071668	12.665343	5.564034e-005	6036.43958	3.0788	
20.553421	5.380066	164.842087	45.665718	1.335297e-005	0.69674	0.664447	205.0	1.020787	-1.014817	12.244563	0.083367	0.000125	0.019202	147.073846	0.84963	9.931347	147.076301	0.005777	12.672557	0.073208	12.672769	5.683621e-005	5831.05984	2.973548	
20.563418	5.450565	164.985446	45.782972	1.108143e-006	0.697042	0.664571	205.0	1.020759	-1.004847	12.252551	0.08331	0.000125	0.019211	145.588499	0.818162	9.739828	145.590798	0.00562	12.680998	0.071263	12.681198	5.532635e-005	5958.577957	3.038894	
20.573415	5.504005	165.106378	45.88412	-8.172171e-006	0.697297	0.664694	205.0	1.020799	-1.013491	12.260528	0.083259	0.000125	0.01922	144.51872	0.833767	9.603827	144.521125	0.005769	12.688547	0.073204	12.688758	5.683276e-005	6054.320893	3.087966	
20.583411	5.46907	165.20753	45.998187	-2.114019e-006	0.697511	0.664817	205.0	1.02079	-1.01415	12.26847	0.083204	0.000125	0.019229	145.551272	0.84237	9.749498	145.55371	0.005787	12.696674	0.073481	12.696887	5.704839e-005	5976.374877	3.048015	
20.593408	5.38345	165.272773	46.095111	1.274608e-005	0.697649	0.66494	205.0	1.020846	-1.016938	12.276389	0.083155	0.000125	0.019237	147.817775	0.863275	10.061987	147.820296	0.00584	12.703994	0.074193	12.70421	5.760085e-005	5801.189995	2.958243	
20.603405	5.574341	165.313872	46.065616	-2.036724e-005	0.697734	0.665063	205.0	1.021383	-0.928567	12.284398	0.083145	0.000125	0.019246	143.258396	0.627685	9.444551	143.259771	0.004381	12.705886	0.055671	12.706008	4.322082e-005	6178.166848	3.151453	
20.613402	5.619482	165.325666	46.060743	-2.818498e-005	0.697758	0.665186	205.0	1.021431	-0.934184	12.292352	0.083095	0.000125	0.019255	142.289993	0.637587	9.3069	142.291422	0.004481	12.713316	0.056967	12.713443	4.422728e-005	6269.874267	3.198473	
20.623399	5.630802	165.316211	46.047142	-3.012988e-005	0.697738	0.665309	205.0	1.021396	-0.927761	12.30029	0.083038	0.000125	0.019264	142.077659	0.622626	9.265915	142.079023	0.004382	12.721771	0.055751	12.721893	4.328279e-005	6296.996337	3.212381	
20.633395	5.442829	165.289898	46.09041	2.508737e-006	0.697684	0.665432	205.0	1.021449	-0.933089	12.308155	0.08299	0.000125	0.019273	146.511965	0.655922	9.850689	146.513433	0.004477	12.729048	0.056987	12.729176	4.424267e-005	5928.373726	3.023415	
20.643392	5.504538	165.250336	46.028076	-8.173087e-006	0.6976	0.665555	205.0	1.021892	-0.87436	12.3161	0.082972	0.000125	0.019282	144.975631	0.508716	9.631908	144.976524	0.003509	12.731884	0.044676	12.731962	3.46848e-005	6057.3853	3.089536	
20.653389	5.516367	165.214176	45.987594	-1.020071e-005	0.697523	0.665678	205.0	1.022266	-0.844999	12.324024	0.082949	0.000125	0.019291	144.665151	0.437896	9.58002	144.665814	0.003027	12.735421	0.03855	12.735479	2.992859e-005	6086.794654	3.104611	
20.663386	5.412822	165.18441	45.99618	7.789358e-006	0.697461	0.665801	205.0	1.022221	-0.838675	12.331903	0.082892	0.000125	0.019299	147.194607	0.431289	9.907506	147.195239	0.00293	12.743937	0.037341	12.743992	2.898989e-005	5887.261656	3.002347	
20.673383	5.311519	165.178551	46.027833	2.538532e-005	0.697449	0.665924	205.0	1.021348	-0.820691	12.339778	0.082769	0.000125	0.019308	149.902645	0.397152	10.252361	149.903171	0.002649	12.762577	0.033813	12.762621	2.62514e-005	5693.089561	2.902862	
20.683379	5.394827	165.191179	46.009676	1.094497e-005	0.697475	0.666047	205.0	1.02063	-0.796149	12.347711	0.082657	0.000125	0.019317	147.893427	0.334036	9.951306	147.893804	0.002259	12.779439	0.028864	12.779472	2.240898e-005	5864.294007	2.990577	
20.693376	5.417561	165.237158	46.047262	7.008163e-006	0.697571	0.66617	205.0	1.020754	-0.800359	12.355618	0.082615	0.000125	0.019326	147.431443	0.344082	9.886947	147.431845	0.002334	12.785897	0.02984	12.785932	2.316696e-005	5907.069356	3.012497	
20.703373	5.271522	165.30731	46.171442	3.235075e-005	0.697721	0.666293	205.0	1.021421	-0.707737	12.363463	0.082616	0.000125	0.019335	151.309017	0.12157	10.43733	151.309066	0.000803	12.785939	0.010273	12.785943	7.975526e-006	5608.226096	2.859391	
20.71337	5.349229	165.403114	46.238496	1.886498e-005	0.697922	0.666416	205.0	1.021474	-0.715241	12.37138	0.082567	0.000125	0.019343	149.449051	0.139558	10.183661	149.449116	0.000934	12.793273	0.011947	12.793279	9.274878e-006	5755.285727	2.934725	
20.723367	5.358931	165.531996	46.363769	1.717224e-005	0.698194	0.666539	205.0	1.021406	-0.707428	12.379269	0.082509	0.000125	0.019352	149.445695	0.121408	10.192277	149.445744	0.000812	12.802095	0.0104	12.8021	8.074424e-006	5763.485243	2.938925	
20.733363	5.38515	165.670968	46.493018	1.261146e-005	0.698486	0.666662	205.0	1.021472	-0.714366	12.387158	0.082462	0.000125	0.019361	149.020865	0.139073	10.146748	149.02093	0.000933	12.809237	0.011954	12.809242	9.280769e-006	5802.861601	2.9591	
20.74336	5.639801	165.836247	46.564064	-3.159061e-005	0.698832	0.666785	205.0	1.021419	-0.70679	12.395121	0.082405	0.000125	0.01937	143.173202	0.116754	9.365853	143.17325	0.000815	12.817959	0.010453	12.817963	8.115157e-006	6295.12176	3.21142	
20.753357	5.395835	165.983487	46.801521	1.072761e-005	0.699145	0.666907	205.0	1.021442	-0.715483	12.402909	0.082355	0.000125	0.019378	149.30898	0.144207	10.216135	149.309049	0.000966	12.825514	0.012387	12.82552	9.617048e-006	5795.188559	2.955168	
20.763354	5.409049	166.129599	46.942718	8.421884e-006	0.699452	0.66703	205.0	1.021407	-0.706146	12.410779	0.0823	0.000125	0.019387	149.237707	0.1222	10.218672	149.237757	0.000819	12.833926	0.010509	12.833931	8.158667e-006	5808.337411	2.961905	
20.773351	5.555948	166.261695	47.020453	-1.7077e-005	0.699729	0.667153	205.0	1.02142	-0.713686	12.418691	0.082249	0.000125	0.019396	145.842114	0.138567	9.761153	145.842179	0.00095	12.841735	0.012201	12.841741	9.472524e-006	6089.356734	3.105925	
20.783347	5.501111	166.365963	47.144997	-7.566203e-006	0.699949	0.667276	205.0	1.021371	-0.706083	12.426529	0.082193	0.000125	0.019404	147.369779	0.122595	9.975636	147.36983	0.000832	12.850279	0.01069	12.850283	8.299322e-006	5971.702096	3.04562	
20.793344	5.505402	166.444135	47.221585	-8.309544e-006	0.700113	0.667398	205.0	1.021451	-0.713508	12.434382	0.082147	0.000125	0.019413	147.417527	0.141607	9.985468	147.417595	0.000961	12.857215	0.01235	12.857221	9.588462e-006	5974.278355	3.04694	
20.803341	5.380902	166.493731	47.317249	1.329985e-005	0.700218	0.667521	205.0	1.021409	-0.708512	12.442187	0.082092	0.000125	0.019422	150.705784	0.133428	10.440349	150.705843	0.000885	12.86562	0.011391	12.865625	8.843305e-006	5723.892505	2.918641	
20.813338	5.344346	166.511576	47.348646	1.965656e-005	0.700256	0.667644	205.0	1.020801	-0.787974	12.450016	0.081992	0.000125	0.01943	151.80127	0.335743	10.574666	151.801642	0.002212	12.880801	0.028489	12.880832	2.211772e-005	5654.898405	2.883298	
20.823335	5.496414	166.505743	47.286601	-6.710827e-006	0.700242	0.667766	205.0	1.020631	-0.796076	12.457906	0.081926	0.000125	0.019439	147.94521	0.348293	10.019534	147.94562	0.002354	12.89084	0.030348	12.890875	2.356085e-005	5962.803215	3.041059	
20.833331	5.371161	166.480956	47.308194	1.504479e-005	0.700191	0.667889	205.0	1.019627	-0.772885	12.465696	0.081795	0.000125	0.019448	151.241329	0.300743	10.443114	151.241628	0.001988	12.91119	0.025674	12.911216	1.993231e-005	5723.760919	2.918574	
20.843328	5.460767	166.442308	47.236454	-4.77753e-007	0.700108	0.668012	205.0	1.018934	-0.747503	12.473555	0.081688	0.000125	0.019456	148.990075	0.235875	10.097691	148.990262	0.001583	12.927809	0.020467	12.927826	1.588972e-005	5913.234199	3.015656	
20.853325	5.606833	166.401029	47.141198	-2.579622e-005	0.70002	0.668134	205.0	1.019005	-0.75568	12.481429	0.081642	0.000125	0.019465	145.443592	0.250784	9.598121	145.443809	0.001724	12.934871	0.022303	12.93489	1.731541e-005	6211.906105	3.168751	
20.863322	5.492161	166.377189	47.159824	-5.87682e-006	0.699971	0.668257	205.0	1.018953	-0.747757	12.489208	0.081587	0.000125	0.019474	148.216288	0.237247	9.958811	148.216478	0.001601	12.943417	0.020718	12.943434	1.608493e-005	5989.573883	3.05478	
20.873319	5.551183	166.358011	47.118858	-1.609676e-005	0.699929	0.668379	205.0	1.019023	-0.755893	12.497043	0.081541	0.000125	0.019482	146.800965	0.2556	9.753479	146.801188	0.001741	12.950462	0.022548	12.950481	1.750585e-005	6112.270529	3.117671	
20.883315	5.565386	166.368695	47.124321	-1.854597e-005	0.699952	0.668502	205.0	1.018939	-0.74762	12.504857	0.081483	0.000125	0.019491	146.535076	0.236218	9.706885	146.535267	0.001612	12.959437	0.020891	12.959453	1.621898e-005	6142.977694	3.133413	
20.893312	5.398844	166.395772	47.213029	1.036312e-005	0.70001	0.668624	205.0	1.019455	-0.70376	12.512604	0.081474	0.000125	0.0195	150.707364	0.133899	10.281657	150.707424	0.000888	12.960996	0.011515	12.961001	8.940216e-006	5808.95021	2.962219	
20.903309	5.598883	166.464863	47.20813	-2.434342e-005	0.700153	0.668747	205.0	1.019742	-0.661549	12.520474	0.081446	0.000125	0.019508	145.906597	0.028373	9.63083	145.9066	0.000194	12.965501	0.002521	12.965501	1.957435e-006	6201.812615	3.163576	
20.913306	5.416322	166.560062	47.370855	7.331142e-006	0.700355	0.668869	205.0	1.019775	-0.667658	12.528206	0.081398	0.000125	0.019517	150.569262	0.045446	10.273733	150.569268	0.000302	12.972905	0.003916	12.972906	3.03992e-006	5830.311167	2.973164	
20.923303	5.523859	166.681296	47.452294	-1.133572e-005	0.700609	0.668992	205.0	1.019733	-0.660195	12.536034	0.081344	0.000125	0.019525	148.097636	0.027481	9.941039	148.097639	0.000186	12.981374	0.002409	12.981375	1.870161e-006	6034.412304	3.077761	
20.933299	5.480694	166.81987	47.60681	-3.857436e-006	0.7009	0.669114	205.0	1.021299	-0.622031	12.543805	0.081419	0.000125	0.019534	149.276733	-0.067915	10.145256	149.276717	-0.000455	12.969872	-0.005901	12.969871	-4.581128e-006	5928.93986	3.023705	
20.943296	5.512742	166.967885	47.742942	-9.431424e-006	0.701211	0.669237	205.0	1.022197	-0.617005	12.551598	0.08144	0.000125	0.019542	148.659504	-0.080395	10.090662	148.659482	-0.000541	12.966623	-0.007012	12.966622	-5.444161e-006	5975.280807	3.047454	
20.953293	5.466399	167.128476	47.920642	-1.40609e-006	0.701549	0.669359	205.0	1.022267	-0.621189	12.559359	0.081395	0.000125	0.019551	150.096411	-0.069906	10.307252	150.096394	-0.000466	12.97358	-0.006042	12.973578	-4.691051e-006	5867.713654	2.99233	
20.96329	5.558429	167.276124	48.034219	-1.738777e-005	0.701857	0.669481	205.0	1.023002	-0.548304	12.567163	0.081403	0.000126	0.019559	147.995855	-0.24736	10.04254	147.995648	-0.001671	12.972513	-0.021682	12.972494	-1.683332e-005	6034.467859	3.07779	
20.973287	5.51941	167.415037	48.187542	-1.062871e-005	0.702149	0.669604	205.0	1.024609	-0.575908	12.574917	0.08148	0.000126	0.019568	149.067718	-0.182663	10.234732	149.067606	-0.001225	12.960391	-0.015881	12.960381	-1.232969e-005	5936.888322	3.027778	
20.983283	5.698493	167.499627	48.205887	-4.170219e-005	0.702325	0.669726	205.0	1.024532	-0.567622	12.582743	0.081424	0.000126	0.019576	144.947215	-0.196395	9.667691	144.947082	-0.001355	12.969246	-0.017573	12.969234	-1.364274e-005	6287.812777	3.207672	
20.99328	5.72263	167.554944	48.252288	-4.588443e-005	0.702441	0.669726	205.0	1.025266	-0.501038	12.582751	0.081482	0.000126	0.019576	144.405489	-0.355674	9.616131	144.405051	-0.002463	12.960312	-0.031922	12.960273	-2.478278e-005	6326.352872	3.227435	
21.003277	5.742206	167.612605	48.302719	-4.927572e-005	0.702561	0.669856	205.0	1.025753	-0.485399	12.591009	0.081467	0.000126	0.019585	144.047899	-0.391744	9.574354	144.047367	-0.00272	12.962642	-0.035252	12.962594	-2.736874e-005	6360.087271	3.244734	
21.013274	5.683072	167.644719	48.356731	-3.900449e-005	0.702629	0.669986	205.0	1.027089	-0.52863	12.599233	0.08152	0.000126	0.019594	145.381485	-0.292509	9.774938	145.381191	-0.002012	12.954339	-0.026064	12.954313	-2.023538e-005	6235.943994	3.181076	
21.023271	5.830055	167.647198	48.304874	-6.449116e-005	0.702632	0.670116	205.0	1.027755	-0.439444	12.607524	0.081519	0.000126	0.019603	142.08548	-0.495293	9.329638	142.084617	-0.003486	12.954636	-0.045158	12.954557	-3.505935e-005	6528.913594	3.331327	
21.033267	5.713217	167.626653	48.327595	-4.419658e-005	0.70259	0.670246	205.0	1.027851	-0.442564	12.615719	0.081474	0.000126	0.019612	144.704651	-0.496092	9.671183	144.7038	-0.003428	12.961665	-0.044437	12.961589	-3.449905e-005	6301.53677	3.214709	
21.043264	5.70484	167.595882	48.299973	-4.271936e-005	0.702525	0.670376	205.0	1.028118	-0.416769	12.623945	0.081442	0.000126	0.019621	144.886823	-0.557875	9.684961	144.885749	-0.00385	12.966684	-0.049927	12.966588	-3.876171e-005	6290.569398	3.209085	
21.053261	5.657347	167.557854	48.279567	-3.445347e-005	0.702446	0.670506	205.0	1.028681	-0.351937	12.632153	0.081434	0.000126	0.01963	145.943302	-0.71815	9.822641	145.941535	-0.004921	12.968075	-0.063813	12.967918	-4.95419e-005	6201.155225	3.163239	
21.063258	5.75669	167.526098	48.211115	-5.166692e-005	0.702378	0.670636	205.0	1.028587	-0.338018	12.640408	0.081373	0.000126	0.019639	143.690102	-0.738988	9.498414	143.688201	-0.005143	12.977531	-0.066743	12.97736	-5.18166e-005	6406.492986	3.268534	
21.073255	5.817056	167.509437	48.172168	-6.21204e-005	0.702342	0.670765	205.0	1.028734	-0.31099	12.648643	0.081332	0.000126	0.019648	142.381104	-0.795094	9.312138	142.378884	-0.005584	12.984009	-0.072506	12.983807	-5.62913e-005	6531.347827	3.332576	
21.083251	5.841692	167.510676	48.16433	-6.637805e-005	0.702344	0.670895	205.0	1.027666	-0.211963	12.656861	0.081194	0.000126	0.019657	141.996507	-1.022808	9.231287	141.992824	-0.007203	13.00556	-0.09368	13.005223	-7.272968e-005	6588.593021	3.361943	
21.093248	5.80778	167.542636	48.208857	-6.048322e-005	0.702411	0.671025	205.0	1.027672	-0.216548	12.665053	0.081142	0.000126	0.019666	142.821483	-1.016961	9.33526	142.817862	-0.007121	13.013706	-0.092664	13.013376	-7.194126e-005	6520.858392	3.327195	
21.103245	5.773513	167.600304	48.279213	-5.453192e-005	0.702532	0.671155	205.0	1.027663	-0.215828	12.67324	0.081089	0.000126	0.019675	143.700346	-1.023934	9.450588	143.696698	-0.007125	13.022041	-0.092788	13.021711	-7.203766e-005	6449.594014	3.29064	
21.113242	5.72059	167.689685	48.388168	-4.535021e-005	0.70272	0.671285	205.0	1.027735	-0.220923	12.681416	0.081043	0.000126	0.019684	145.050046	-1.020454	9.636619	145.046456	-0.007035	13.029359	-0.091664	13.029037	-7.116472e-005	6337.241708	3.233019	
21.123239	5.796673	167.80612	48.476444	-5.855847e-005	0.702963	0.671414	205.0	1.027614	-0.213632	12.689632	0.080981	0.000126	0.019693	143.554576	-1.026082	9.439703	143.550909	-0.007148	13.039119	-0.093199	13.038786	-7.235686e-005	6479.660952	3.306062	
