Mon May 04 11:50:04 2015

Number of Points = 3306
Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)0.065324	2.459056	0.000000	0.007041	0.452882
-0.080566	2.523251	0.005005	0.007065	0.453035
0.071733	2.430671	0.010010	0.007039	0.452783
0.029333	2.365447	0.015014	0.007046	0.452517
-0.041034	2.275425	0.020019	0.007057	0.452141
-0.108211	2.160217	0.025024	0.007068	0.451674
-0.170583	2.050561	0.030029	0.007078	0.451229
-0.125827	1.889988	0.035034	0.007070	0.450658
-0.164945	1.727447	0.040038	0.007076	0.450029
-0.127426	1.532816	0.045043	0.007070	0.449325
0.044040	1.282720	0.050048	0.007041	0.448492
-0.062218	1.051099	0.055053	0.007059	0.447559
-0.275541	0.824111	0.060058	0.007094	0.446577
-0.485931	0.599572	0.065062	0.007128	0.445604
-0.621374	0.356078	0.070067	0.007150	0.444603
-1.029710	0.156744	0.075072	0.007217	0.443600
-1.412759	-0.028418	0.080077	0.007280	0.442665
-1.447296	-0.282812	0.085082	0.007286	0.441677
-2.280025	-0.384783	0.090086	0.007423	0.440779
-4.042940	-0.273071	0.095091	0.007714	0.440124
-4.705884	-0.214273	0.100096	0.007823	0.439942
-4.759781	-0.259105	0.105101	0.007832	0.439739
-5.079905	-0.277876	0.110106	0.007884	0.439472
-5.613838	-0.227816	0.115110	0.007972	0.439336
-6.076172	-0.159077	0.120115	0.008048	0.439316
-6.367801	-0.189805	0.125120	0.008096	0.439020
-6.399225	-0.186499	0.130125	0.008100	0.439014
-6.584341	-0.185794	0.135130	0.008131	0.438904
-6.984859	-0.173601	0.140134	0.008196	0.438705
-6.986548	-0.173735	0.145139	0.008196	0.438705
-7.558339	-0.162732	0.150144	0.008290	0.438396
-7.418397	-0.185608	0.155149	0.008267	0.438396
-8.013513	-0.164597	0.160154	0.008365	0.438111
-8.309685	-0.128605	0.165158	0.008413	0.438067
-8.224887	-0.148554	0.170163	0.008399	0.438045
-8.698745	-0.145414	0.175168	0.008477	0.437765
-8.764916	-0.136058	0.180173	0.008487	0.437762
-9.286694	-0.129015	0.185178	0.008573	0.437467
-9.350391	-0.122309	0.190182	0.008583	0.437455
-9.565737	-0.127883	0.195187	0.008618	0.437302
-9.921312	-0.113652	0.200192	0.008677	0.437138
-9.742421	-0.186419	0.205197	0.008647	0.436970
-11.066841	-0.014743	0.210202	0.008865	0.436812
-10.240298	-0.173935	0.215206	0.008728	0.436712
-11.455538	0.024219	0.220211	0.008929	0.436724
-10.509026	-0.208862	0.225216	0.008772	0.436414
-11.732985	-0.018293	0.230221	0.008974	0.436391
-11.405956	-0.124457	0.235226	0.008919	0.436186
-11.684350	-0.097411	0.240230	0.008965	0.436119
-12.547874	-0.018113	0.245235	0.009107	0.435890
-12.226049	-0.085747	0.250240	0.009054	0.435830
-12.843949	-0.053177	0.255245	0.009155	0.435574
-12.553713	-0.116234	0.260250	0.009107	0.435512
-13.512648	-0.026144	0.265254	0.009265	0.435265
-13.172186	-0.081848	0.270259	0.009208	0.435263
-13.444378	-0.094013	0.275264	0.009253	0.435048
-14.035414	-0.021694	0.280269	0.009350	0.434962
-13.874859	-0.107635	0.285274	0.009323	0.434730
-14.459862	-0.025183	0.290278	0.009420	0.434687
-14.733894	-0.062855	0.295283	0.009465	0.434372
-14.858902	-0.046603	0.300288	0.009485	0.434358
-15.299229	-0.040679	0.305293	0.009557	0.434108
-15.490196	-0.026706	0.310298	0.009588	0.434044
-15.431632	-0.048248	0.315302	0.009578	0.433999
-15.923574	-0.036309	0.320307	0.009659	0.433740
-15.987045	-0.042452	0.325312	0.009669	0.433678
-16.717617	0.009821	0.330317	0.009790	0.433426
-16.325282	-0.066983	0.335322	0.009724	0.433374
-17.273253	0.016188	0.340326	0.009881	0.433106
-17.017436	-0.026401	0.345331	0.009838	0.433102
-17.208771	-0.038644	0.350336	0.009869	0.432936
-17.827956	0.024199	0.355341	0.009971	0.432795
-17.510989	-0.079767	0.360346	0.009918	0.432590
-18.291742	0.019230	0.365350	0.010047	0.432488
-18.212860	-0.069814	0.370355	0.010033	0.432192
-18.571616	-0.027818	0.375360	0.010092	0.432132
-19.354080	0.024503	0.380365	0.010221	0.431847
-19.101728	-0.016195	0.385370	0.010179	0.431848
-19.471261	0.035267	0.390374	0.010240	0.431819
-19.457889	-0.040746	0.395379	0.010237	0.431532
-19.888014	0.010477	0.400384	0.010308	0.431463
-20.506934	0.047449	0.405389	0.010410	0.431221
-20.092874	-0.038794	0.410394	0.010341	0.431145
-21.241784	0.087648	0.415398	0.010530	0.430919
-20.879524	0.028984	0.420403	0.010470	0.430919
-21.035632	0.035355	0.425408	0.010496	0.430847
-21.453423	0.037241	0.430413	0.010564	0.430593
-21.468970	0.020440	0.435418	0.010566	0.430519
-22.402435	0.113282	0.440422	0.010720	0.430296
-21.797181	-0.008562	0.445427	0.010620	0.430202
-22.511258	0.050279	0.450432	0.010737	0.429984
-22.354298	-0.007628	0.455437	0.010711	0.429858
-23.260964	0.089012	0.460442	0.010860	0.429666
-22.936024	0.024956	0.465446	0.010806	0.429622
-23.339807	0.017132	0.470451	0.010873	0.429338
-23.532176	0.023396	0.475456	0.010904	0.429243
-24.242570	0.082689	0.480461	0.011021	0.429028
-24.066466	0.054096	0.485466	0.010992	0.429029
-24.664343	0.070918	0.490470	0.011090	0.428719
-24.599755	0.057993	0.495475	0.011079	0.428710
-24.764094	0.042643	0.500480	0.011106	0.428548
-25.601488	0.140002	0.505485	0.011244	0.428402
-25.045531	0.011139	0.510490	0.011151	0.428249
-25.920655	0.108305	0.515494	0.011296	0.428079
-25.854809	0.062098	0.520499	0.011284	0.427940
-26.417006	0.110687	0.525504	0.011377	0.427777
-26.241611	0.080075	0.530509	0.011347	0.427769
-26.324180	0.017939	0.535514	0.011361	0.427473
-26.719873	0.021089	0.540518	0.011426	0.427236
-27.322723	0.060718	0.545523	0.011525	0.427012
-27.328051	0.045580	0.550528	0.011525	0.426950
-27.695593	0.073799	0.555533	0.011586	0.426830
-27.791983	0.025001	0.560538	0.011601	0.426578
-28.492238	0.122174	0.565542	0.011717	0.426518
-28.132082	0.009689	0.570547	0.011657	0.426304
-28.351343	-0.001684	0.575552	0.011693	0.426121
-29.333571	0.100987	0.580557	0.011854	0.425904
-29.092408	0.053025	0.585562	0.011814	0.425869
-29.686148	0.075205	0.590566	0.011912	0.425580
-29.362480	0.011753	0.595571	0.011858	0.425537
-29.857037	0.026370	0.600576	0.011939	0.425281
